current_company,target_company,years_of_experience,current_salary,expected_salary,gender,location,current_role,sector,education,certifications,skills,current_company_tier,target_company_tier
linkedin,cts,8.2,2424266,2914496,Female,Bangalore,Software Developer,IT,PhD,AWS,DevOps,1,3
infosys,adobe,11.4,2738934,3775850,Female,Gurgaon,Senior Developer,IT,Master,AWS,Cloud,3,1
amazon,hexaware,5.5,1392525,2056101,Male,Delhi,Cloud Engineer,IT,Master,AWS,DevOps,1,4
sap,zensar,2.3,628952,885004,Male,Delhi,Senior Developer,IT,Bachelor,Scrum Master,Cloud,2,4
microsoft,amazon,9.7,1923811,2797585,Other,Delhi,QA Engineer,IT,Master,None,Cloud,1,1
coforge,linkedin,2.1,2093282,2886310,Female,Hyderabad,Senior Developer,IT,PhD,None,Data Engineering,5,1
deloitte,netflix,4.9,876634,1208366,Male,Hyderabad,DevOps Engineer,IT,Master,AWS,AI,2,1
oracle,salesforce,14.1,2392506,3762558,Male,Bangalore,Cloud Engineer,IT,Master,PMP,AI,2,1
google,meta,8.1,2872333,3750450,Male,Hyderabad,Software Developer,IT,Master,GCP,AI,1,1
oracle,sap,7.4,3033349,4017233,Male,Chennai,Senior Developer,IT,Master,GCP,Security,2,2
tcs,amazon,4.5,2796719,3445630,Male,Bangalore,Business Analyst,IT,PhD,GCP,Data Engineering,3,1
uber,hexaware,13.6,3165702,3856445,Female,Mumbai,Business Analyst,IT,Master,AWS,AI,1,4
ibm,netflix,6.7,2062865,3074683,Male,Gurgaon,QA Engineer,IT,Master,Scrum Master,Full Stack,2,1
hexaware,amazon,4.2,1697294,2689374,Female,Mumbai,Business Analyst,IT,PhD,Azure,Cloud,4,1
valuelabs,wipro,6.9,2405639,3291393,Female,Pune,Senior Developer,IT,Bachelor,GCP,Cloud,5,3
cts,netflix,2.4,1951863,2374557,Male,Pune,Software Developer,IT,PhD,Azure,Security,3,1
accenture,cts,4.8,815212,1091115,Male,Gurgaon,QA Engineer,IT,PhD,None,DevOps,2,3
apple,adobe,9.8,1779240,2785033,Male,Chennai,DevOps Engineer,IT,Bachelor,GCP,Cloud,1,1
happiest-minds,virtusa,3.5,1510335,2052900,Male,Gurgaon,Tech Lead,IT,Bachelor,GCP,Data Engineering,5,4
amazon,hcl,2.5,2196984,2945600,Male,Delhi,Business Analyst,IT,PhD,None,Cloud,1,3
hcl,tcs,12.3,3110803,4895716,Male,Bangalore,Software Developer,IT,Bachelor,Scrum Master,Data Engineering,3,3
sap,linkedin,7.6,3012971,4688659,Male,Gurgaon,Cloud Engineer,IT,PhD,Scrum Master,Cloud,2,1
zensar,apple,3.7,1347676,2035289,Female,Hyderabad,Business Analyst,IT,Bachelor,GCP,Full Stack,4,1
apple,hcl,11.0,1165351,1462495,Male,Chennai,Tech Lead,IT,PhD,Scrum Master,DevOps,1,3
ibm,amazon,14.7,3296130,5075374,Male,Delhi,Senior Developer,IT,PhD,PMP,AI,2,1
sap,valuelabs,14.6,1929018,2744077,Male,Bangalore,Tech Lead,IT,Bachelor,Azure,Security,2,5
uber,adobe,2.0,1050734,1486660,Male,Bangalore,DevOps Engineer,IT,Master,Scrum Master,Full Stack,1,1
hcl,virtusa,1.4,1387202,1718124,Male,Pune,QA Engineer,IT,Bachelor,Azure,Cloud,3,4
wipro,cts,3.1,888771,1359143,Male,Bangalore,Cloud Engineer,IT,PhD,Scrum Master,Cloud,3,3
meta,hexaware,14.3,2286314,3609163,Male,Delhi,Business Analyst,IT,PhD,PMP,AI,1,4
netflix,zensar,10.3,3113302,4364336,Male,Chennai,Tech Lead,IT,Master,None,AI,1,4
microsoft,coforge,7.9,2716368,4173595,Female,Hyderabad,Software Developer,IT,Master,PMP,Cloud,1,5
hcl,meta,1.5,828028,1137348,Male,Hyderabad,QA Engineer,IT,PhD,None,Data Engineering,3,1
apple,infosys,3.9,1433334,1793899,Other,Gurgaon,QA Engineer,IT,Master,GCP,DevOps,1,3
microsoft,tcs,12.4,2911158,3574873,Female,Chennai,DevOps Engineer,IT,Bachelor,PMP,Cloud,1,3
happiest-minds,adobe,12.6,2629103,3429698,Female,Chennai,QA Engineer,IT,Master,PMP,AI,5,1
oracle,zensar,3.1,1406016,2099311,Female,Hyderabad,Senior Developer,IT,Master,None,Full Stack,2,4
zensar,deloitte,13.0,3346446,4756160,Male,Hyderabad,Data Scientist,IT,Master,None,Data Engineering,4,2
valuelabs,coforge,6.7,2521729,3941863,Female,Mumbai,Cloud Engineer,IT,Bachelor,Azure,Security,5,5
happiest-minds,hcl,4.3,2935374,4421654,Male,Gurgaon,Tech Lead,IT,PhD,AWS,Data Engineering,5,3
amazon,uber,14.7,3020008,4381977,Female,Delhi,Software Developer,IT,PhD,Scrum Master,Full Stack,1,1
virtusa,valuelabs,2.2,1864282,2654112,Male,Gurgaon,Business Analyst,IT,Master,None,Data Engineering,4,5
hexaware,zensar,12.5,2264509,2919478,Male,Gurgaon,Business Analyst,IT,Master,GCP,AI,4,4
valuelabs,google,6.8,2964426,3590149,Female,Delhi,DevOps Engineer,IT,Master,None,Full Stack,5,1
apple,infosys,6.7,2182665,3335560,Male,Pune,Cloud Engineer,IT,Master,Azure,Data Engineering,1,3
zensar,sap,12.5,2664556,3858599,Male,Mumbai,Software Developer,IT,Master,AWS,AI,4,2
sap,hcl,5.4,2316802,3238894,Female,Chennai,QA Engineer,IT,PhD,Scrum Master,Cloud,2,3
tcs,valuelabs,1.7,2817371,3498280,Male,Pune,Senior Developer,IT,Bachelor,AWS,Cloud,3,5
netflix,valuelabs,4.7,759650,921345,Male,Gurgaon,QA Engineer,IT,Master,PMP,Full Stack,1,5
infosys,salesforce,10.4,2921088,4652052,Female,Pune,Business Analyst,IT,Master,None,Full Stack,3,1
accenture,amazon,9.1,1714127,2452432,Female,Hyderabad,DevOps Engineer,IT,Bachelor,PMP,Data Engineering,2,1
linkedin,infosys,3.4,569466,752297,Female,Pune,Business Analyst,IT,Bachelor,None,Data Engineering,1,3
infosys,linkedin,2.5,1322355,1737361,Male,Bangalore,Data Scientist,IT,PhD,GCP,Data Engineering,3,1
cts,linkedin,7.4,2531774,3341792,Male,Bangalore,Senior Developer,IT,PhD,None,Security,3,1
hexaware,infosys,3.4,2680088,3788329,Male,Chennai,QA Engineer,IT,Master,Azure,Security,4,3
google,infosys,8.7,1580900,2021070,Male,Chennai,Data Scientist,IT,Bachelor,None,DevOps,1,3
linkedin,virtusa,6.5,761501,933686,Female,Chennai,Tech Lead,IT,Bachelor,PMP,Full Stack,1,4
cts,virtusa,4.5,2681973,3766484,Male,Pune,Business Analyst,IT,Master,Azure,Cloud,3,4
infosys,amazon,6.7,1568360,2152468,Male,Mumbai,Business Analyst,IT,PhD,PMP,Cloud,3,1
linkedin,valuelabs,2.3,1823022,2644438,Female,Chennai,Business Analyst,IT,Master,PMP,DevOps,1,5
hcl,tcs,6.3,2317771,3414469,Female,Chennai,Business Analyst,IT,Master,GCP,DevOps,3,3
accenture,apple,5.5,1402182,1986155,Male,Chennai,Cloud Engineer,IT,Bachelor,GCP,Cloud,2,1
deloitte,hcl,7.2,2897277,4226500,Male,Hyderabad,DevOps Engineer,IT,Master,GCP,Cloud,2,3
hexaware,happiest-minds,14.2,3453012,4249459,Male,Gurgaon,Cloud Engineer,IT,Master,PMP,Data Engineering,4,5
cts,netflix,4.9,610582,836489,Male,Gurgaon,DevOps Engineer,IT,PhD,GCP,AI,3,1
netflix,accenture,11.6,2877827,3879394,Female,Gurgaon,QA Engineer,IT,Bachelor,Scrum Master,Security,1,2
netflix,cts,6.4,1956351,3032469,Female,Mumbai,Software Developer,IT,PhD,GCP,Cloud,1,3
oracle,ibm,4.8,2040367,2745872,Male,Delhi,QA Engineer,IT,Master,AWS,Full Stack,2,2
adobe,coforge,11.1,1399529,2155877,Female,Gurgaon,QA Engineer,IT,Bachelor,Scrum Master,Security,1,5
sap,tcs,2.4,2582265,3813020,Female,Gurgaon,Business Analyst,IT,Master,GCP,Data Engineering,2,3
virtusa,wipro,12.5,1331112,1693995,Male,Pune,DevOps Engineer,IT,Master,None,AI,4,3
deloitte,oracle,2.8,1144443,1573430,Male,Pune,Cloud Engineer,IT,Master,None,AI,2,2
valuelabs,virtusa,9.5,1776585,2356361,Male,Chennai,Data Scientist,IT,Master,GCP,Cloud,5,4
salesforce,oracle,5.6,2211718,3051167,Male,Chennai,Tech Lead,IT,PhD,AWS,Security,1,2
adobe,linkedin,6.6,2437508,3783443,Male,Mumbai,QA Engineer,IT,PhD,None,AI,1,1
meta,happiest-minds,1.1,2970625,4436349,Female,Gurgaon,QA Engineer,IT,Master,AWS,Full Stack,1,5
happiest-minds,adobe,4.1,2252201,3413536,Male,Mumbai,DevOps Engineer,IT,Bachelor,None,Cloud,5,1
adobe,virtusa,8.4,3299042,5261221,Female,Hyderabad,Business Analyst,IT,Bachelor,AWS,Cloud,1,4
adobe,valuelabs,11.4,1124600,1406755,Female,Chennai,Data Scientist,IT,PhD,None,DevOps,1,5
accenture,virtusa,14.4,1553830,2209034,Male,Delhi,Tech Lead,IT,Bachelor,Scrum Master,Data Engineering,2,4
valuelabs,linkedin,10.4,925805,1359648,Female,Gurgaon,Software Developer,IT,Master,PMP,Cloud,5,1
oracle,netflix,11.6,3246962,4713873,Female,Bangalore,QA Engineer,IT,Bachelor,Scrum Master,AI,2,1
deloitte,ibm,11.1,2076973,2922870,Male,Pune,Cloud Engineer,IT,Bachelor,Azure,AI,2,2
salesforce,deloitte,3.0,925946,1263146,Female,Gurgaon,Software Developer,IT,PhD,AWS,AI,1,2
oracle,valuelabs,13.7,2513681,3210401,Female,Hyderabad,Cloud Engineer,IT,PhD,GCP,AI,2,5
hcl,oracle,1.0,612221,780728,Male,Bangalore,Software Developer,IT,Master,Azure,DevOps,3,2
hexaware,hcl,9.8,1583050,2343461,Male,Delhi,QA Engineer,IT,Bachelor,GCP,Full Stack,4,3
adobe,happiest-minds,2.3,2309968,3466535,Male,Hyderabad,Senior Developer,IT,PhD,PMP,DevOps,1,5
amazon,hexaware,2.2,1825427,2729482,Female,Gurgaon,DevOps Engineer,IT,Master,None,AI,1,4
zensar,salesforce,12.6,1313865,1656426,Female,Gurgaon,Cloud Engineer,IT,Master,PMP,Security,4,1
deloitte,wipro,8.1,2792582,4387036,Male,Chennai,Senior Developer,IT,PhD,Scrum Master,Cloud,2,3
infosys,zensar,3.0,1606021,2425864,Male,Delhi,DevOps Engineer,IT,PhD,Scrum Master,Cloud,3,4
amazon,apple,2.5,2218665,3260135,Male,Pune,Cloud Engineer,IT,Master,Azure,Cloud,1,1
virtusa,amazon,4.0,2070835,3137786,Female,Delhi,DevOps Engineer,IT,Master,Azure,Security,4,1
tcs,microsoft,9.1,881772,1142094,Male,Delhi,Cloud Engineer,IT,PhD,GCP,Data Engineering,3,1
google,zensar,14.3,2241381,3529983,Male,Hyderabad,Data Scientist,IT,PhD,AWS,Data Engineering,1,4
meta,tcs,13.9,2637205,3602207,Male,Mumbai,QA Engineer,IT,Bachelor,AWS,DevOps,1,3
accenture,meta,14.3,3463944,5312253,Female,Hyderabad,Cloud Engineer,IT,PhD,Azure,Data Engineering,2,1
infosys,happiest-minds,9.4,1895135,2813656,Male,Bangalore,Business Analyst,IT,Bachelor,Scrum Master,DevOps,3,5
apple,virtusa,2.8,2305600,3662900,Male,Delhi,Senior Developer,IT,Bachelor,PMP,DevOps,1,4
ibm,adobe,7.7,1281430,1589396,Male,Pune,QA Engineer,IT,Master,None,DevOps,2,1
valuelabs,oracle,5.4,809734,1113389,Female,Gurgaon,Data Scientist,IT,Master,Azure,Data Engineering,5,2
infosys,wipro,9.2,2124963,2787875,Female,Pune,Business Analyst,IT,PhD,PMP,Security,3,3
uber,microsoft,11.7,1585670,2477806,Male,Hyderabad,Software Developer,IT,Master,PMP,Full Stack,1,1
cts,uber,4.6,1390736,1831353,Male,Hyderabad,Software Developer,IT,Master,PMP,DevOps,3,1
netflix,ibm,5.9,1475379,2127765,Female,Gurgaon,Cloud Engineer,IT,PhD,AWS,Full Stack,1,2
linkedin,cts,1.0,1737405,2097318,Male,Chennai,Cloud Engineer,IT,PhD,AWS,Cloud,1,3
happiest-minds,cts,9.7,1285878,2032291,Male,Delhi,Data Scientist,IT,Bachelor,AWS,AI,5,3
wipro,salesforce,7.9,1499002,1904307,Female,Delhi,DevOps Engineer,IT,PhD,Azure,Security,3,1
happiest-minds,apple,1.1,563246,738011,Male,Hyderabad,Software Developer,IT,PhD,Azure,Data Engineering,5,1
hexaware,netflix,15.0,2281802,3140125,Male,Hyderabad,Cloud Engineer,IT,PhD,PMP,Cloud,4,1
microsoft,netflix,8.6,2290794,3025269,Male,Hyderabad,Business Analyst,IT,Master,AWS,DevOps,1,1
valuelabs,wipro,8.0,2710321,3408793,Female,Delhi,Cloud Engineer,IT,Master,None,DevOps,5,3
valuelabs,ibm,2.0,854809,1182772,Male,Bangalore,Software Developer,IT,Bachelor,Azure,DevOps,5,2
hexaware,deloitte,5.3,2755011,3488912,Male,Pune,Senior Developer,IT,Master,None,Full Stack,4,2
uber,meta,14.1,3512693,4421639,Male,Gurgaon,Data Scientist,IT,Master,None,DevOps,1,1
salesforce,deloitte,8.9,1752549,2649735,Male,Bangalore,Tech Lead,IT,Master,None,Full Stack,1,2
cts,tcs,9.1,1458860,2272524,Female,Pune,Cloud Engineer,IT,Master,Azure,Cloud,3,3
ibm,netflix,11.1,1026856,1232943,Female,Pune,QA Engineer,IT,PhD,AWS,Cloud,2,1
netflix,accenture,2.3,1494649,2140982,Female,Pune,Software Developer,IT,Bachelor,Azure,Cloud,1,2
cts,salesforce,11.9,1695450,2588160,Male,Gurgaon,Business Analyst,IT,Bachelor,Scrum Master,Cloud,3,1
ibm,coforge,4.1,1241255,1497717,Male,Bangalore,Cloud Engineer,IT,PhD,PMP,DevOps,2,5
deloitte,cts,14.4,2043036,2949478,Male,Chennai,Cloud Engineer,IT,PhD,AWS,Full Stack,2,3
accenture,wipro,9.0,2886722,4014884,Male,Hyderabad,DevOps Engineer,IT,Master,PMP,AI,2,3
amazon,zensar,5.4,1923963,3075500,Male,Mumbai,Data Scientist,IT,Master,None,Cloud,1,4
infosys,amazon,3.5,2441363,3018939,Female,Pune,Senior Developer,IT,Master,AWS,Full Stack,3,1
meta,accenture,12.4,1218834,1538319,Female,Gurgaon,DevOps Engineer,IT,Master,None,DevOps,1,2
ibm,hexaware,12.1,2075913,2804110,Female,Pune,QA Engineer,IT,PhD,Scrum Master,DevOps,2,4
uber,wipro,9.8,1426011,1997767,Male,Bangalore,Business Analyst,IT,PhD,PMP,AI,1,3
salesforce,coforge,1.8,1564171,2385810,Male,Chennai,Data Scientist,IT,Bachelor,AWS,Security,1,5
infosys,accenture,10.4,2404143,3416038,Female,Mumbai,Tech Lead,IT,PhD,None,AI,3,2
hexaware,infosys,11.7,1427730,2100118,Male,Chennai,Cloud Engineer,IT,PhD,GCP,DevOps,4,3
apple,salesforce,2.1,2901852,3871380,Female,Bangalore,Business Analyst,IT,Bachelor,Scrum Master,Full Stack,1,1
zensar,valuelabs,9.4,1458233,2312523,Male,Gurgaon,Data Scientist,IT,PhD,None,Security,4,5
google,salesforce,6.7,1978791,2454612,Female,Chennai,DevOps Engineer,IT,Bachelor,GCP,Data Engineering,1,1
zensar,valuelabs,5.7,3096277,4451222,Female,Mumbai,Business Analyst,IT,Bachelor,PMP,AI,4,5
uber,cts,12.7,1658096,2425434,Male,Hyderabad,DevOps Engineer,IT,Bachelor,Azure,Security,1,3
linkedin,cts,8.5,1007181,1417598,Male,Bangalore,Senior Developer,IT,Master,AWS,Full Stack,1,3
adobe,valuelabs,8.4,2618526,3693073,Male,Chennai,Data Scientist,IT,Master,AWS,AI,1,5
ibm,sap,12.9,1868436,2801819,Female,Mumbai,Data Scientist,IT,Bachelor,None,Security,2,2
meta,oracle,10.3,1489924,2319446,Male,Mumbai,Tech Lead,IT,Bachelor,None,Cloud,1,2
zensar,accenture,4.6,2325119,3350142,Male,Delhi,Software Developer,IT,Bachelor,None,Data Engineering,4,2
netflix,wipro,14.8,2583577,3668477,Male,Gurgaon,Tech Lead,IT,PhD,None,DevOps,1,3
deloitte,microsoft,3.5,1178078,1569727,Female,Hyderabad,Business Analyst,IT,Bachelor,Scrum Master,DevOps,2,1
happiest-minds,amazon,11.1,1268874,1759192,Male,Bangalore,Software Developer,IT,Bachelor,Azure,Data Engineering,5,1
salesforce,hexaware,12.2,894721,1380694,Male,Chennai,QA Engineer,IT,PhD,PMP,Full Stack,1,4
apple,linkedin,12.1,2533810,3409556,Male,Delhi,Business Analyst,IT,Bachelor,PMP,Security,1,1
ibm,zensar,4.5,1644287,2405139,Male,Gurgaon,Senior Developer,IT,Master,None,Data Engineering,2,4
accenture,happiest-minds,4.6,3081919,4835397,Male,Hyderabad,Business Analyst,IT,Bachelor,None,DevOps,2,5
wipro,adobe,1.7,2969900,4478144,Male,Gurgaon,Software Developer,IT,Master,GCP,Cloud,3,1
amazon,virtusa,11.9,2173933,2702266,Male,Chennai,QA Engineer,IT,Master,Azure,AI,1,4
sap,amazon,11.9,1088332,1368316,Female,Delhi,Data Scientist,IT,PhD,Scrum Master,Data Engineering,2,1
linkedin,netflix,1.3,2511668,3878498,Male,Bangalore,Senior Developer,IT,Master,None,AI,1,1
google,salesforce,5.8,2323219,3554844,Male,Mumbai,Tech Lead,IT,PhD,GCP,AI,1,1
accenture,adobe,10.5,3169293,4575165,Female,Hyderabad,Tech Lead,IT,PhD,GCP,Data Engineering,2,1
hcl,happiest-minds,13.5,1206072,1733485,Male,Gurgaon,Senior Developer,IT,PhD,Scrum Master,DevOps,3,5
valuelabs,virtusa,12.5,3385459,4765869,Female,Pune,Tech Lead,IT,Bachelor,GCP,Data Engineering,5,4
cts,netflix,12.5,2793347,4073130,Male,Gurgaon,Tech Lead,IT,Master,PMP,DevOps,3,1
salesforce,meta,13.0,3324897,4519895,Female,Bangalore,Software Developer,IT,Bachelor,GCP,AI,1,1
salesforce,deloitte,3.5,1954436,2641498,Female,Hyderabad,DevOps Engineer,IT,Bachelor,GCP,Security,1,2
tcs,cts,2.1,1203644,1769641,Male,Bangalore,Software Developer,IT,Bachelor,Scrum Master,DevOps,3,3
apple,wipro,7.4,3284042,3985462,Male,Pune,Senior Developer,IT,PhD,AWS,Security,1,3
apple,uber,4.7,1265539,1867848,Male,Chennai,Senior Developer,IT,PhD,Azure,Cloud,1,1
adobe,wipro,8.1,1592160,2255582,Female,Gurgaon,DevOps Engineer,IT,Master,None,Security,1,3
netflix,infosys,9.6,1370672,2048312,Female,Bangalore,Tech Lead,IT,Master,AWS,Cloud,1,3
tcs,zensar,8.6,2305188,3459249,Male,Delhi,Cloud Engineer,IT,Bachelor,Azure,AI,3,4
ibm,happiest-minds,10.9,1388335,2044304,Male,Gurgaon,Business Analyst,IT,PhD,AWS,Cloud,2,5
virtusa,uber,8.5,787880,1040615,Male,Hyderabad,Tech Lead,IT,Master,None,Cloud,4,1
hexaware,oracle,12.1,2925008,3936296,Male,Chennai,Tech Lead,IT,PhD,Scrum Master,Security,4,2
valuelabs,ibm,8.6,2387543,3249590,Male,Mumbai,QA Engineer,IT,Bachelor,Scrum Master,AI,5,2
infosys,oracle,4.2,2088201,2574250,Male,Pune,Senior Developer,IT,Master,None,DevOps,3,2
linkedin,deloitte,7.7,2308033,3080482,Female,Pune,DevOps Engineer,IT,Master,PMP,DevOps,1,2
happiest-minds,meta,5.1,812733,1081051,Female,Hyderabad,Tech Lead,IT,PhD,Scrum Master,DevOps,5,1
uber,netflix,1.1,1114222,1403691,Male,Bangalore,Senior Developer,IT,Master,GCP,Data Engineering,1,1
wipro,tcs,10.8,1907756,2746179,Female,Gurgaon,Data Scientist,IT,Master,PMP,Full Stack,3,3
uber,google,8.9,1654650,1997977,Male,Chennai,Data Scientist,IT,Master,None,Cloud,1,1
microsoft,netflix,10.2,1795004,2558118,Male,Delhi,QA Engineer,IT,PhD,AWS,Data Engineering,1,1
deloitte,linkedin,1.8,2174804,2973055,Male,Delhi,Tech Lead,IT,PhD,None,Data Engineering,2,1
uber,tcs,5.6,1725021,2136545,Male,Gurgaon,Senior Developer,IT,Master,PMP,AI,1,3
microsoft,sap,13.8,2265992,3051890,Male,Hyderabad,DevOps Engineer,IT,Bachelor,Azure,AI,1,2
oracle,salesforce,3.5,1107681,1600373,Female,Mumbai,Cloud Engineer,IT,PhD,GCP,DevOps,2,1
hcl,virtusa,9.9,1634744,2451787,Male,Hyderabad,Software Developer,IT,Master,Azure,AI,3,4
hcl,linkedin,12.1,2277715,3180637,Female,Bangalore,QA Engineer,IT,Bachelor,AWS,AI,3,1
accenture,microsoft,3.8,1294783,1954212,Male,Bangalore,QA Engineer,IT,Master,Scrum Master,AI,2,1
virtusa,accenture,9.3,848948,1127059,Male,Gurgaon,Senior Developer,IT,Bachelor,GCP,Security,4,2
google,deloitte,1.9,1960503,2472798,Male,Mumbai,QA Engineer,IT,Master,Scrum Master,Security,1,2
zensar,hcl,9.8,2522220,3543728,Female,Pune,Business Analyst,IT,Bachelor,GCP,AI,4,3
hcl,amazon,12.3,2737113,3403703,Male,Pune,QA Engineer,IT,PhD,Azure,Cloud,3,1
microsoft,virtusa,4.4,2213499,3302892,Female,Bangalore,Software Developer,IT,Master,PMP,DevOps,1,4
coforge,deloitte,10.2,995264,1471615,Female,Delhi,QA Engineer,IT,Master,Scrum Master,Full Stack,5,2
sap,deloitte,2.3,2665818,3736694,Female,Delhi,Cloud Engineer,IT,Master,PMP,Security,2,2
coforge,ibm,11.4,3108743,4528076,Male,Chennai,DevOps Engineer,IT,PhD,GCP,AI,5,2
linkedin,zensar,12.1,1516823,2220105,Male,Pune,QA Engineer,IT,Bachelor,PMP,DevOps,1,4
happiest-minds,netflix,3.8,1490823,1961736,Female,Hyderabad,Cloud Engineer,IT,Master,Azure,DevOps,5,1
apple,netflix,2.0,2920768,4027922,Male,Delhi,Tech Lead,IT,PhD,AWS,Full Stack,1,1
ibm,oracle,8.8,2140531,3272388,Female,Gurgaon,Software Developer,IT,PhD,None,Full Stack,2,2
apple,ibm,9.3,1023024,1422414,Male,Mumbai,QA Engineer,IT,Master,PMP,Security,1,2
oracle,uber,14.5,1734344,2293245,Male,Hyderabad,Senior Developer,IT,Master,GCP,Data Engineering,2,1
hcl,uber,14.6,1937176,2366115,Male,Gurgaon,DevOps Engineer,IT,PhD,Azure,Cloud,3,1
accenture,wipro,10.2,2516625,3833437,Male,Mumbai,Software Developer,IT,Master,GCP,Security,2,3
linkedin,salesforce,11.8,3047024,4530731,Male,Bangalore,Senior Developer,IT,Master,None,Data Engineering,1,1
deloitte,wipro,12.9,2088929,3135762,Male,Gurgaon,Tech Lead,IT,Bachelor,None,AI,2,3
sap,hexaware,2.4,1227112,1584414,Male,Chennai,Software Developer,IT,Bachelor,GCP,Security,2,4
google,zensar,7.2,1779301,2694975,Female,Gurgaon,Senior Developer,IT,Bachelor,Scrum Master,Data Engineering,1,4
valuelabs,deloitte,3.7,717428,1082012,Male,Gurgaon,Data Scientist,IT,PhD,GCP,Cloud,5,2
virtusa,apple,4.8,1837162,2837024,Male,Gurgaon,Software Developer,IT,Bachelor,Scrum Master,Data Engineering,4,1
happiest-minds,zensar,6.6,2114703,3272945,Female,Chennai,Tech Lead,IT,Master,GCP,AI,5,4
hcl,uber,5.4,2468139,3348299,Other,Pune,DevOps Engineer,IT,PhD,PMP,Security,3,1
oracle,amazon,2.9,1718668,2682409,Female,Mumbai,DevOps Engineer,IT,PhD,PMP,Full Stack,2,1
google,hcl,14.9,3013381,3729197,Male,Mumbai,Tech Lead,IT,PhD,PMP,Data Engineering,1,3
wipro,google,1.8,2192550,2680132,Female,Bangalore,Cloud Engineer,IT,Master,Scrum Master,Full Stack,3,1
microsoft,wipro,2.5,560371,731758,Male,Hyderabad,QA Engineer,IT,Master,PMP,Full Stack,1,3
apple,amazon,8.5,1516840,1830019,Male,Mumbai,Senior Developer,IT,PhD,PMP,Security,1,1
oracle,accenture,2.4,1775602,2574313,Male,Hyderabad,QA Engineer,IT,PhD,AWS,Data Engineering,2,2
linkedin,hexaware,14.1,1113567,1391324,Male,Bangalore,Business Analyst,IT,Master,AWS,DevOps,1,4
microsoft,wipro,12.9,1708363,2199568,Male,Gurgaon,DevOps Engineer,IT,Master,GCP,DevOps,1,3
wipro,microsoft,4.9,3092643,3844058,Other,Mumbai,Business Analyst,IT,Bachelor,GCP,Data Engineering,3,1
zensar,cts,5.3,2131762,3260214,Male,Pune,Tech Lead,IT,Master,AWS,Full Stack,4,3
amazon,valuelabs,5.9,2921991,4396691,Male,Hyderabad,Business Analyst,IT,Bachelor,None,Full Stack,1,5
wipro,meta,4.1,863779,1079192,Female,Chennai,Tech Lead,IT,Master,Azure,Data Engineering,3,1
wipro,infosys,1.1,2114291,3352363,Male,Delhi,DevOps Engineer,IT,PhD,GCP,Security,3,3
uber,deloitte,8.2,3130065,4774654,Male,Hyderabad,Tech Lead,IT,Bachelor,None,Cloud,1,2
linkedin,tcs,14.4,3085369,4212702,Male,Mumbai,DevOps Engineer,IT,Master,Scrum Master,Data Engineering,1,3
hcl,virtusa,4.3,2501934,3302424,Male,Pune,Senior Developer,IT,Master,PMP,Full Stack,3,4
deloitte,zensar,13.4,1504455,1829692,Female,Delhi,Data Scientist,IT,PhD,GCP,Data Engineering,2,4
netflix,apple,6.9,3053639,3999987,Male,Hyderabad,Senior Developer,IT,Master,AWS,Cloud,1,1
tcs,ibm,14.4,2997877,4290771,Male,Delhi,Tech Lead,IT,Master,Scrum Master,Security,3,2
salesforce,ibm,7.8,1783865,2503062,Male,Gurgaon,QA Engineer,IT,PhD,GCP,Cloud,1,2
oracle,google,14.4,1609163,2441010,Male,Pune,Tech Lead,IT,Bachelor,Scrum Master,Cloud,2,1
valuelabs,happiest-minds,9.4,1932044,2617777,Female,Gurgaon,Cloud Engineer,IT,PhD,AWS,Full Stack,5,5
adobe,linkedin,1.2,1342757,2113445,Male,Pune,DevOps Engineer,IT,Bachelor,AWS,Full Stack,1,1
accenture,hcl,3.6,2082825,2538599,Other,Bangalore,Senior Developer,IT,Bachelor,GCP,Security,2,3
microsoft,valuelabs,7.4,1769994,2344653,Male,Chennai,Senior Developer,IT,PhD,None,Full Stack,1,5
deloitte,wipro,5.0,1256478,1760916,Male,Mumbai,Business Analyst,IT,Master,GCP,Full Stack,2,3
virtusa,hcl,4.0,2977543,4715122,Female,Gurgaon,Business Analyst,IT,Bachelor,Scrum Master,DevOps,4,3
ibm,hcl,12.9,2475564,3716117,Female,Gurgaon,Tech Lead,IT,Bachelor,Scrum Master,AI,2,3
cts,hcl,5.7,2354195,2891750,Male,Gurgaon,Business Analyst,IT,Master,AWS,Data Engineering,3,3
hcl,meta,4.9,2659333,4065700,Male,Mumbai,Senior Developer,IT,Bachelor,GCP,DevOps,3,1
ibm,coforge,10.6,1848792,2304196,Male,Bangalore,Software Developer,IT,Bachelor,Scrum Master,DevOps,2,5
infosys,netflix,14.9,1164700,1855727,Male,Hyderabad,DevOps Engineer,IT,Bachelor,None,Cloud,3,1
hcl,wipro,7.0,3057692,3814518,Female,Delhi,Business Analyst,IT,Master,GCP,DevOps,3,3
salesforce,netflix,6.1,1494106,2309682,Male,Chennai,QA Engineer,IT,PhD,None,Security,1,1
meta,coforge,1.3,1975055,2488526,Male,Delhi,Senior Developer,IT,Bachelor,GCP,Data Engineering,1,5
microsoft,google,6.0,1502289,2220632,Male,Hyderabad,Data Scientist,IT,Bachelor,None,Data Engineering,1,1
adobe,valuelabs,3.0,2214030,3220606,Male,Mumbai,Business Analyst,IT,Master,None,Security,1,5
meta,netflix,7.3,3050916,4796497,Male,Bangalore,Software Developer,IT,Bachelor,GCP,Data Engineering,1,1
